category,common_name,scientific_name,threats
Groupers and Seabasses,Bluespotted Grouper,Cephalopholis cyanostigma,Habitat shifting & alteration
Groupers and Seabasses,Bluespotted Grouper,Cephalopholis cyanostigma,Agricultural & forestry effluents
Groupers and Seabasses,Bluespotted Grouper,Cephalopholis cyanostigma,Intentional use: (large scale) [harvest]
Groupers and Seabasses,Harlequin Grouper,Cephalopholis polleni,Intentional use: (large scale) [harvest]
Groupers and Seabasses,Harlequin Grouper,Cephalopholis polleni,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Harlequin Grouper,Cephalopholis polleni,Fishing & harvesting aquatic resources
Groupers and Seabasses,Flagtail Grouper,Cephalopholis urodeta,Habitat shifting & alteration
Groupers and Seabasses,Flagtail Grouper,Cephalopholis urodeta,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Flagtail Grouper,Cephalopholis urodeta,Unintentional effects: (subsistence/small scale) [harvest]
Groupers and Seabasses,Flagtail Grouper,Cephalopholis urodeta,Fishing & harvesting aquatic resources
Groupers and Seabasses,Leopard Hind,Cephalopholis leopardus,Habitat shifting & alteration
Groupers and Seabasses,Leopard Hind,Cephalopholis leopardus,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Leopard Hind,Cephalopholis leopardus,Fishing & harvesting aquatic resources
Groupers and Seabasses,Tomato Grouper,Cephalopholis sonnerati,Habitat shifting & alteration
Groupers and Seabasses,Tomato Grouper,Cephalopholis sonnerati,Intentional use: (large scale) [harvest]
Groupers and Seabasses,Tomato Grouper,Cephalopholis sonnerati,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Tomato Grouper,Cephalopholis sonnerati,Fishing & harvesting aquatic resources
Groupers and Seabasses,Coral Grouper,Cephalopholis miniata,Habitat shifting & alteration
Groupers and Seabasses,Coral Grouper,Cephalopholis miniata,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Coral Grouper,Cephalopholis miniata,Fishing & harvesting aquatic resources
Groupers and Seabasses,Six-Banded Grouper,Cephalopholis sexmaculata,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Six-Banded Grouper,Cephalopholis sexmaculata,Fishing & harvesting aquatic resources
Groupers and Seabasses,Panama Graysby,Cephalopholis panamensis,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Panama Graysby,Cephalopholis panamensis,Unintentional effects: (large scale) [harvest]
Groupers and Seabasses,Panama Graysby,Cephalopholis panamensis,Fishing & harvesting aquatic resources
Groupers and Seabasses,Masked grouper,Gracila albomarginata,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Masked grouper,Gracila albomarginata,Fishing & harvesting aquatic resources
Groupers and Seabasses,Pacific creolefish,Paranthias colonus,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Pacific creolefish,Paranthias colonus,Fishing & harvesting aquatic resources
Groupers and Seabasses,Baramundi,Cromileptes altivelis,Habitat shifting & alteration
Groupers and Seabasses,Baramundi,Cromileptes altivelis,Intentional use: (large scale) [harvest]
Groupers and Seabasses,Baramundi,Cromileptes altivelis,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Baramundi,Cromileptes altivelis,Fishing & harvesting aquatic resources
Groupers and Seabasses,Slender Grouper,Anyperodon leucogrammicus,Habitat shifting & alteration
Groupers and Seabasses,Slender Grouper,Anyperodon leucogrammicus,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Slender Grouper,Anyperodon leucogrammicus,Unintentional effects: (large scale) [harvest]
Groupers and Seabasses,Slender Grouper,Anyperodon leucogrammicus,Fishing & harvesting aquatic resources
Groupers and Seabasses,Highfin Coral Grouper,Plectropomus oligacanthus,Intentional use: (subsistence/small scale) [harvest]
Groupers and Seabasses,Highfin Coral Grouper,Plectropomus oligacanthus,Fishing & harvesting aquatic resources
Groupers and Seabasses,Highfin Coral Grouper,Plectropomus oligacanthus,Temperature extremes
Groupers and Seabasses,Highfin Coral Grouper,Plectropomus oligacanthus,Unintentional effects: (subsistence/small scale) [harvest]
Grunts and Snappers,White Grunt,Haemulon plumierii,Problematic species/disease of unknown origin (Pterois volitans)
Grunts and Snappers,White Grunt,Haemulon plumierii,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,White Grunt,Haemulon plumierii,Housing & urban areas
Grunts and Snappers,White Grunt,Haemulon plumierii,Unintentional effects: (subsistence/small scale) [harvest]
Grunts and Snappers,White Grunt,Haemulon plumierii,Fishing & harvesting aquatic resources
Grunts and Snappers,White Grunt,Haemulon plumierii,Unintentional effects: (large scale) [harvest]
Grunts and Snappers,White Grunt,Haemulon plumierii,Tourism & recreation areas
Grunts and Snappers,White Grunt,Haemulon plumierii,Commercial & industrial areas
Grunts and Snappers,White Grunt,Haemulon plumierii,Named species (Pterois volitans)
Grunts and Snappers,White Grunt,Haemulon plumierii,Other impacts
Grunts and Snappers,White Grunt,Haemulon plumierii,Intentional use: (large scale) [harvest]
Grunts and Snappers,Caesar Grunt,Haemulon carbonarium,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Caesar Grunt,Haemulon carbonarium,Fishing & harvesting aquatic resources
Grunts and Snappers,Tomtate,Haemulon aurolineatum,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Tomtate,Haemulon aurolineatum,Unintentional effects: (large scale) [harvest]
Grunts and Snappers,Tomtate,Haemulon aurolineatum,Unintentional effects: (subsistence/small scale) [harvest]
Grunts and Snappers,Tomtate,Haemulon aurolineatum,Fishing & harvesting aquatic resources
Grunts and Snappers,Sailors Choice,Haemulon parra,Commercial & industrial areas
Grunts and Snappers,White Margate,Haemulon album,Intentional use: (large scale) [harvest]
Grunts and Snappers,White Margate,Haemulon album,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,White Margate,Haemulon album,Unintentional effects: (large scale) [harvest]
Grunts and Snappers,White Margate,Haemulon album,Fishing & harvesting aquatic resources
Grunts and Snappers,Porkfish,Anisotremus virginicus,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Porkfish,Anisotremus virginicus,Tourism & recreation areas
Grunts and Snappers,Porkfish,Anisotremus virginicus,Fishing & harvesting aquatic resources
Grunts and Snappers,Porkfish,Anisotremus virginicus,Housing & urban areas
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Herbicides and pesticides
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Housing & urban areas
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Unintentional effects: (subsistence/small scale) [harvest]
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Fishing & harvesting aquatic resources
Grunts and Snappers,Black Margate,Anisotremus surinamensis,"Soil erosion, sedimentation"
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Agricultural & forestry effluents
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Unintentional effects: (large scale) [harvest]
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Tourism & recreation areas
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Shipping lanes
Grunts and Snappers,Black Margate,Anisotremus surinamensis,Nutrient loads
Grunts and Snappers,Smalltoothed Jobfish,Aphareus furca,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Smalltoothed Jobfish,Aphareus furca,Fishing & harvesting aquatic resources
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Housing & urban areas
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Fishing & harvesting aquatic resources
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Habitat shifting & alteration
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Tourism & recreation areas
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Commercial & industrial areas
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Work & other activities
Grunts and Snappers,Yellowtail Snapper,Ocyurus chrysurus,Intentional use: (large scale) [harvest]
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Sewage
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Housing & urban areas
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Run-off
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Motivation Unknown/Unrecorded
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Fishing & harvesting aquatic resources
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,"Soil erosion, sedimentation"
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Storms & flooding
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Agricultural & forestry effluents
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Tourism & recreation areas
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Commercial & industrial areas
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Intentional use: (large scale) [harvest]
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Temperature extremes
Grunts and Snappers,Schoolmaster Snapper,Lutjanus apodus,Domestic & urban waste water
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Sewage
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Housing & urban areas
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Run-off
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Motivation Unknown/Unrecorded
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Fishing & harvesting aquatic resources
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Storms & flooding
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Tourism & recreation areas
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Commercial & industrial areas
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Intentional use: (large scale) [harvest]
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Temperature extremes
Grunts and Snappers,Cubera Snapper,Lutjanus cyanopterus,Domestic & urban waste water
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Housing & urban areas
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Industrial & military effluents
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Oil spills
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Fishing & harvesting aquatic resources
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Habitat shifting & alteration
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Tourism & recreation areas
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Commercial & industrial areas
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Intentional use: (large scale) [harvest]
Grunts and Snappers,Gray Snapper,Lutjanus griseus,Problematic native species/diseases
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Sewage
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Housing & urban areas
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Run-off
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Fishing & harvesting aquatic resources
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Tourism & recreation areas
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Commercial & industrial areas
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Intentional use: (large scale) [harvest]
Grunts and Snappers,Dog Snapper,Lutjanus jocu,Domestic & urban waste water
Grunts and Snappers,Mutton Snapper,Lutjanus analis,Housing & urban areas
Grunts and Snappers,Mutton Snapper,Lutjanus analis,Fishing & harvesting aquatic resources
Grunts and Snappers,Mutton Snapper,Lutjanus analis,Unintentional effects: (large scale) [harvest]
Grunts and Snappers,Mutton Snapper,Lutjanus analis,Tourism & recreation areas
Grunts and Snappers,Mutton Snapper,Lutjanus analis,Commercial & industrial areas
Grunts and Snappers,Mutton Snapper,Lutjanus analis,Intentional use: (large scale) [harvest]
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Sewage
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Housing & urban areas
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Run-off
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Fishing & harvesting aquatic resources
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Habitat shifting & alteration
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Storms & flooding
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Tourism & recreation areas
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Commercial & industrial areas
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Intentional use: (large scale) [harvest]
Grunts and Snappers,Lane Snapper,Lutjanus synagris,Domestic & urban waste water
Grunts and Snappers,Blacktail Snapper,Lutjanus fulvus,Intentional use: (large scale) [harvest]
Grunts and Snappers,Blacktail Snapper,Lutjanus fulvus,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Blacktail Snapper,Lutjanus fulvus,Fishing & harvesting aquatic resources
Grunts and Snappers,Black-Banded Snapper,Lutjanus semicinctus,Habitat shifting & alteration
Grunts and Snappers,Black-Banded Snapper,Lutjanus semicinctus,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Black-Banded Snapper,Lutjanus semicinctus,Fishing & harvesting aquatic resources
Grunts and Snappers,Checkered Snapper,Lutjanus decussatus,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Checkered Snapper,Lutjanus decussatus,Type Unknown/Unrecorded
Grunts and Snappers,Checkered Snapper,Lutjanus decussatus,Motivation Unknown/Unrecorded
Grunts and Snappers,Checkered Snapper,Lutjanus decussatus,Industrial & military effluents
Grunts and Snappers,Checkered Snapper,Lutjanus decussatus,Fishing & harvesting aquatic resources
Grunts and Snappers,Checkered Snapper,Lutjanus decussatus,Domestic & urban waste water
Grunts and Snappers,Bluestripe Snapper,Lutjanus kasmira,Intentional use: (large scale) [harvest]
Grunts and Snappers,Bluestripe Snapper,Lutjanus kasmira,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Bluestripe Snapper,Lutjanus kasmira,Fishing & harvesting aquatic resources
Grunts and Snappers,Blue and Gold Snapper,Lutjanus viridis,Other ecosystem modifications
Grunts and Snappers,Blackfin Snapper,Lutjanus buccanella,Intentional use: (large scale) [harvest]
Grunts and Snappers,Blackfin Snapper,Lutjanus buccanella,Fishing & harvesting aquatic resources
Grunts and Snappers,Twospot Snapper,Lutjanus biguttatus,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Twospot Snapper,Lutjanus biguttatus,Fishing & harvesting aquatic resources
Grunts and Snappers,Amarillo Snapper,Lutjanus argentiventris,Housing & urban areas
Grunts and Snappers,Amarillo Snapper,Lutjanus argentiventris,Motivation Unknown/Unrecorded
Grunts and Snappers,Amarillo Snapper,Lutjanus argentiventris,Tourism & recreation areas
Grunts and Snappers,Amarillo Snapper,Lutjanus argentiventris,Commercial & industrial areas
Grunts and Snappers,Amarillo Snapper,Lutjanus argentiventris,Logging & wood harvesting
Grunts and Snappers,Midnight Snapper,Macolor macularis,Intentional use: (large scale) [harvest]
Grunts and Snappers,Midnight Snapper,Macolor macularis,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Midnight Snapper,Macolor macularis,Fishing & harvesting aquatic resources
Grunts and Snappers,Striped Large-Eye Bream,Gnathodentex aureolineatus,Intentional use: (large scale) [harvest]
Grunts and Snappers,Striped Large-Eye Bream,Gnathodentex aureolineatus,Fishing & harvesting aquatic resources
Grunts and Snappers,Scissortail Fusilier,Caesio caerulaurea,Intentional use: (subsistence/small scale) [harvest]
Grunts and Snappers,Scissortail Fusilier,Caesio caerulaurea,Unintentional effects: (subsistence/small scale) [harvest]
Grunts and Snappers,Scissortail Fusilier,Caesio caerulaurea,Fishing & harvesting aquatic resources
