common_name,scientific_name,url,category,depth,distribution,images,size
Giant Damselfish,Microspathodon dorsalis,https://reefguide.org/microspathodondorsalis.html,Small Oval Fish,6-75 ft. (2-23 m),"Gulf of California, Pacific Coast of Mexico to Panama","['https://reefguide.org/pix/thumb2/microspathodondorsalis1.jpg', 'https://reefguide.org/pix/thumb2/microspathodondorsalis2.jpg', 'https://reefguide.org/pix/thumb2/microspathodondorsalis3.jpg']",Up to 10 in. (25 cm)
Blue Damselfish,Pomacentrus pavo,https://reefguide.org/bluedamsel.html,Small Oval Fish,1-30 ft. (0-10 m),"Indo-Pacific, French Polynesia","['https://reefguide.org/pix/thumb2/bluedamsel1.jpg', 'https://reefguide.org/pix/thumb2/bluedamsel2.jpg']",3 to 4 in. (7 to 10 cm)
Neon Damselfish,Pomacentrus coelestis,https://reefguide.org/pomacentruscoelestis.html,Small Oval Fish,3-40 ft. (1-12 m),"Pacific, Indonesia",['https://reefguide.org/pix/pomacentruscoelestis1.jpg'],Up to 3 in (8 cm)
Princess Damselfish,Pomacentrus vaiuli,https://reefguide.org/princessdamsel.html,Small Oval Fish,10-150 ft. (3-45 m),"West Pacific, Australia","['https://reefguide.org/pix/thumb2/princessdamsel1.jpg', 'https://reefguide.org/pix/thumb2/princessdamsel2.jpg', 'https://reefguide.org/pix/thumb2/princessdamsel3.jpg', 'https://reefguide.org/pix/thumb2/princessdamsel4.jpg']",3 to 4 in. (7 to 10 cm)
Goldback Damselfish,Pomacentrus nigromanus,https://reefguide.org/goldbackdamselfish.html,Small Oval Fish,15-150 ft. (5-45 m),West Pacific,['https://reefguide.org/pix/goldbackdamselfish1.jpg'],2 to 3.5 in. (5 to 9 cm)
Reid's Damselfish,Pomacentrus reidi,https://reefguide.org/pomacentrusreidi.html,Small Oval Fish,30-200 ft. (10-60 m),"West Pacific, Great Barrier Reef",['https://reefguide.org/pix/pomacentrusreidi1.jpg'],up to 4 in. (10 cm)
Lemon Damselfish,Pomacentrus moluccensis,https://reefguide.org/pomacentrusmoluccensis.html,Small Oval Fish,3-45 ft. (1-15 m),"West Pacific, Indonesia","['https://reefguide.org/pix/thumb2/pomacentrusmoluccensis3.jpg', 'https://reefguide.org/pix/thumb2/pomacentrusmoluccensis2.jpg', 'https://reefguide.org/pix/thumb2/pomacentrusmoluccensis1.jpg']",up to 2.75 in. (7 cm)
Imitator Damselfish,Pomacentrus imitator,https://reefguide.org/pomacentrusimitator.html,Small Oval Fish,6-45 ft. (2-15 m),"Coral Sea, New Caledonia, Fiji, Tonga",['https://reefguide.org/pix/pomacentrusimitator1.jpg'],Up to 4 in. (10 cm)
Ambon Damselfish,Pomacentrus amboinensis,https://reefguide.org/ambondamselfish.html,Small Oval Fish,6-130 ft. (2-40 m),Indo-Pacific,['https://reefguide.org/pix/ambondamselfish1.jpg'],up to 4 in. (10 cm)
Golden Damselfish,Amblyglyphidodon aureus,https://reefguide.org/goldendamselfish.html,Small Oval Fish,35-120 ft. (12-37 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/goldendamselfish1.jpg', 'https://reefguide.org/pix/thumb2/goldendamselfish2.jpg', 'https://reefguide.org/pix/thumb2/goldendamselfish3.jpg', 'https://reefguide.org/pix/thumb2/goldendamselfish4.jpg', 'https://reefguide.org/pix/thumb2/goldendamselfish5.jpg']",4 to 6 in. (10 to 15 cm)
Staghorn Damselfish,Amblyglyphidodon curacao,https://reefguide.org/staghorndamsel.html,Small Oval Fish,3-45 ft. (1-15 m),"West Pacific, Indonesia, Great Barrier Reef",['https://reefguide.org/pix/staghorndamsel1.jpg'],3 to 4.5 in. (7 to 11 cm)
White-Belly Damselfish,Amblyglyphidodon leucogaster,https://reefguide.org/amblyglyphidodonleucogaster.html,Small Oval Fish,6-130 ft. (2-40 m),"West Pacific, Great Barrier Reef",['https://reefguide.org/pix/amblyglyphidodonleucogaster1.jpg'],3 to 5 in. (6 to 13 cm)
Bluespot Demoiselle,Chrysiptera oxycephala,https://reefguide.org/bluespotdemoiselle.html,Small Oval Fish,3-45 ft. (1-15 m),Asian Pacific,['https://reefguide.org/pix/bluespotdemoiselle1.jpg'],2 to 3 in. (5 to 8 cm)
Yellowtail Demoiselle,Neopomacentrus azysron,https://reefguide.org/neopomacentrusazysron.html,Small Oval Fish,3-40 ft. (1-12 m),West Pacific,['https://reefguide.org/pix/neopomacentrusazysron1.jpg'],Up to 3 in. (7.5 cm)
Black-and-Gold Damselfish,Neoglyphidodon nigroris,https://reefguide.org/neoglyphidodonnigroris.html,Small Oval Fish,5-70 ft. (2-21 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/neoglyphidodonnigroris1.jpg', 'https://reefguide.org/pix/thumb2/neoglyphidodonnigroris2.jpg', 'https://reefguide.org/pix/thumb2/neoglyphidodonnigroris3.jpg']",2 to 4 in. (5 to 11 cm)
Barhead Damselfish,Neoglyphidodon thoracotaeniatus,https://reefguide.org/barheaddamsel.html,Small Oval Fish,40-130 ft. (12-40 m),"West Pacific, Indonesia",['https://reefguide.org/pix/barheaddamsel1.jpg'],Up to 4 in. (10 cm)
White Damselfish,Dischistodus perspicillatus,https://reefguide.org/whitedamselfish.html,Small Oval Fish,1-30 ft. (0-10 m),"Indo-Pacific, Australia",['https://reefguide.org/pix/whitedamselfish1.jpg'],up to 7 in. (18 cm)
Black-Banded Damselfish,Amblypomacentrus breviceps,https://reefguide.org/blackbandeddamselfish.html,Small Oval Fish,6-120 ft. (2-37 m),"West Pacific, Indonesia, Great Barrier Reef",['https://reefguide.org/pix/blackbandeddamselfish1.jpg'],Up to 3 in. (8 cm)
Blue-Eye Damselfish,Plectroglyphidodon johnstonianus,https://reefguide.org/plectroglyphidodonjohnstonianus.html,Small Oval Fish,6-40 ft. (2-12 m),"Indo-Pacific, Hawaii","['https://reefguide.org/pix/thumb2/plectroglyphidodonjohnstonianus1.jpg', 'https://reefguide.org/pix/thumb2/plectroglyphidodonjohnstonianus2.jpg']",Up to 4 in. (10 cm)
Jewel Damselfish,Plectroglyphidodon lacrymatus,https://reefguide.org/jeweldamselfish.html,Small Oval Fish,6-30 ft. (2-10 m),"Indo-Pacific, Great Barrier Reef, French Polynesia","['https://reefguide.org/pix/thumb2/jeweldamselfish1.jpg', 'https://reefguide.org/pix/thumb2/jeweldamselfish2.jpg', 'https://reefguide.org/pix/thumb2/jeweldamselfish3.jpg']",Up to 4 in. (10 cm)
Blackbar Damselfish,Plectroglyphidodon dickii,https://reefguide.org/plectroglyphidodondickii.html,Small Oval Fish,3-40 ft. (1-12 m),Indo-Pacific,['https://reefguide.org/pix/plectroglyphidodondickii1.jpg'],Up to 4 in. (10 cm)
Lagoon Damselfish,Hemiglyphidodon plagiometopon,https://reefguide.org/lagoondamselfish.html,Small Oval Fish,3-60 ft. (1-18 m),Indo-West Pacific,['https://reefguide.org/pix/lagoondamselfish1.jpg'],Up to 7 in. (18 cm)
Sergeant Major,Abudefduf saxatilis,https://reefguide.org/sergeantmajor.html,Small Oval Fish,1-40 ft. (0-12 m),"Caribbean, Bahamas, Florida, Bermuda, Gulf of Mexico, Brazil","['https://reefguide.org/pix/thumb2/sergeantmajor6.jpg', 'https://reefguide.org/pix/thumb2/sergeantmajor5.jpg', 'https://reefguide.org/pix/thumb2/sergeantmajor1.jpg', 'https://reefguide.org/pix/thumb2/sergeantmajor2.jpg', 'https://reefguide.org/pix/thumb2/sergeantmajor4.jpg', 'https://reefguide.org/pix/thumb2/sergeantmajor3.jpg']",4 to 6 in. (10 to 15 cm)
Hawaiian Sergeant,Abudefduf abdominalis,https://reefguide.org/hawaiiansergeant.html,Small Oval Fish,1-30 ft. (0-10 m),Hawaii (Endemic),"['https://reefguide.org/pix/thumb2/hawaiiansergeant4.jpg', 'https://reefguide.org/pix/thumb2/hawaiiansergeant1.jpg', 'https://reefguide.org/pix/thumb2/hawaiiansergeant3.jpg', 'https://reefguide.org/pix/thumb2/hawaiiansergeant2.jpg']",4 to 8 in. (10 to 20 cm)
Indo-Pacific Sergeant,Abudefduf vaigiensis,https://reefguide.org/indopacificsergeant.html,Small Oval Fish,1-40 ft. (0-12 m),"Indo-Pacific, Hawaii, Red Sea, French Polynesia","['https://reefguide.org/pix/thumb2/indopacificsergeant1.jpg', 'https://reefguide.org/pix/thumb2/indopacificsergeant2.jpg']",4 to 7 in. (10 to 18 cm)
Panamic Sergeant Major,Abudefduf troschelii,https://reefguide.org/panamicsergeantmajor.html,Small Oval Fish,5-100 ft. (2-30 m),"Gulf of California, Pacific Coast of Mexico to Peru","['https://reefguide.org/pix/thumb2/panamicsergeantmajor1.jpg', 'https://reefguide.org/pix/thumb2/panamicsergeantmajor2.jpg', 'https://reefguide.org/pix/thumb2/panamicsergeantmajor3.jpg']",Up to 6 in. (15 cm)
Scissortail Sergeant,Abudefduf sexfasciatus,https://reefguide.org/scissortailsergeant.html,Small Oval Fish,3-45 ft. (1-15 m),"Indo-Pacific, Red Sea","['https://reefguide.org/pix/thumb2/scissortailsergeant1.jpg', 'https://reefguide.org/pix/thumb2/scissortailsergeant2.jpg']",Up to 7 in. (19 cm)
Night Sergeant,Abudefduf taurus,https://reefguide.org/nightsergeant.html,Small Oval Fish,1-15 ft. (0-5 m),"Caribbean, Bahamas, South Florida","['https://reefguide.org/pix/thumb2/nightsergeant1.jpg', 'https://reefguide.org/pix/thumb2/nightsergeant2.jpg']",5 to 8 in. (13 to 20 cm)
Blackspot Sergeant,Abudefduf sordidus,https://reefguide.org/blackspotsergeant.html,Small Oval Fish,1-10 ft. (0-3 m),"Indo-Pacific, Hawaii, Red Sea, French Polynesia","['https://reefguide.org/pix/thumb2/blackspotsergeant1.jpg', 'https://reefguide.org/pix/thumb2/blackspotsergeant2.jpg', 'https://reefguide.org/pix/thumb2/blackspotsergeant3.jpg']",4 to 8 in. (10 to 20 cm)
Reticulated Dascyllus,Dascyllus reticulatus,https://reefguide.org/reticulateddascyllus.html,Small Oval Fish,30-150 ft. (10-45 m),Indo-Pacific,"['https://reefguide.org/pix/thumb2/reticulateddascyllus1.jpg', 'https://reefguide.org/pix/thumb2/reticulateddascyllus2.jpg']",2 to 3 in. (5 to 8 cm)
Whitetail Dascyllus,Dascyllus aruanus,https://reefguide.org/dascyllusaruanus.html,Small Oval Fish,3-40 ft. (1-12 m),"Indo-Pacific, Red Sea, Australia, French Polynesia","['https://reefguide.org/pix/thumb2/dascyllusaruanus1.jpg', 'https://reefguide.org/pix/thumb2/dascyllusaruanus2.jpg']",2 to 3 in. (5 to 8 cm)
Threespot Dascyllus,Dascyllus trimaculatus,https://reefguide.org/threespotdascyllus.html,Small Oval Fish,3-150 ft. (1-45 m),"Indo-Pacific, Red Sea, French Polynesia","['https://reefguide.org/pix/thumb2/threespotdascyllus1.jpg', 'https://reefguide.org/pix/thumb2/threespotdascyllus2.jpg']",Up to 5 in. (12 cm)
Hawaiian Dascyllus,Dascyllus albisella,https://reefguide.org/hawaiiandascyllus.html,Small Oval Fish,30-150 ft. (10-45 m),Hawaii (Endemic),"['https://reefguide.org/pix/thumb2/hawaiiandascyllus7.jpg', 'https://reefguide.org/pix/thumb2/hawaiiandascyllus5.jpg', 'https://reefguide.org/pix/thumb2/hawaiiandascyllus1.jpg', 'https://reefguide.org/pix/thumb2/hawaiiandascyllus4.jpg', 'https://reefguide.org/pix/thumb2/hawaiiandascyllus2.jpg', 'https://reefguide.org/pix/thumb2/hawaiiandascyllus3.jpg', 'https://reefguide.org/pix/thumb2/hawaiiandascyllus6.jpg', 'https://reefguide.org/pix/thumb2/hawaiiandascyllus8.jpg']",3 to 5 in. (8 to 13 cm)
Threespot Chromis,Chromis verater,https://reefguide.org/threespotchromis.html,Small Oval Fish,35-500 ft. (12-152 m),Hawaii (Endemic),['https://reefguide.org/pix/threespotchromis1.jpg'],4 to 8 in. (10 to 20 cm)
Blue Chromis,Chromis cyanea,https://reefguide.org/bluechromis.html,Small Oval Fish,35-80 ft. (12-25 m),"Caribbean, Bahamas, Florida, Gulf of Mexico","['https://reefguide.org/pix/thumb2/bluechromis3.jpg', 'https://reefguide.org/pix/thumb2/bluechromis4.jpg', 'https://reefguide.org/pix/thumb2/bluechromis5.jpg', 'https://reefguide.org/pix/thumb2/bluechromis1.jpg', 'https://reefguide.org/pix/thumb2/bluechromis6.jpg', 'https://reefguide.org/pix/thumb2/bluechromis2.jpg']",3 to 4 in. (7 to 10 cm)
Brown Chromis,Chromis multilineata,https://reefguide.org/brownchromis.html,Small Oval Fish,35-80 ft. (12-25 m),"Caribbean, Bahamas, Florida, Gulf of Mexico, Brazil","['https://reefguide.org/pix/thumb2/brownchromis2.jpg', 'https://reefguide.org/pix/thumb2/brownchromis1.jpg', 'https://reefguide.org/pix/thumb2/brownchromis4.jpg', 'https://reefguide.org/pix/thumb2/brownchromis3.jpg']",3 to 6 in. (7 to 15 cm)
Darkfin Chromis,Chromis atripes,https://reefguide.org/darkfinchromis.html,Small Oval Fish,30-130 ft. (10-40 m),"West Pacific, Indonesia, Great Barrier Reef","['https://reefguide.org/pix/thumb2/darkfinchromis1.jpg', 'https://reefguide.org/pix/thumb2/darkfinchromis2.jpg']",2 to 3 in (5 to 7 cm)
Hawaiian Bicolor Chromis,Chromis hanui,https://reefguide.org/hawaiianbicolorchromis.html,Small Oval Fish,30-200 ft. (10-60 m),Hawaii (Endemic),"['https://reefguide.org/pix/thumb2/hawaiianbicolorchromis1.jpg', 'https://reefguide.org/pix/thumb2/hawaiianbicolorchromis2.jpg']",2 to 3 in. (5 to 8 cm)
Oval Chromis,Chromis alta,https://reefguide.org/chromisovalis.html,Small Oval Fish,10-150 ft. (3-45 m),Hawaii (Endemic),['https://reefguide.org/pix/chromisovalis1.jpg'],Up to 6 in. (15 cm)
Agile Chromis,Chromis agilis,https://reefguide.org/agilechromis.html,Small Oval Fish,10-200 ft. (3-60 m),"Indo-Pacific, Hawaii, French Polynesia","['https://reefguide.org/pix/thumb2/agilechromis1.jpg', 'https://reefguide.org/pix/thumb2/agilechromis2.jpg']",2 to 3 in. (5 to 8 cm)
Ambon chromis,Chromis amboinensis,https://reefguide.org/ambonchromis.html,Small Oval Fish,15-200 ft. (5-60 m),Indo-West Pacific,['https://reefguide.org/pix/ambonchromis1.jpg'],Up to 3 in. (7.5 cm)
Blue-Axil Chromis,Chromis caudalis,https://reefguide.org/chromiscaudalis.html,Small Oval Fish,15-200 ft. (5-60 m),Indo-West Pacific,['https://reefguide.org/pix/chromiscaudalis1.jpg'],Up to 3 in. (7.5 cm)
Bicolor Chromis,Chromis margaritifer,https://reefguide.org/bicolorchromis.html,Small Oval Fish,6-60 ft. (2-18 m),"Indo-Pacific, Great Barrier Reef, French Polynesia",['https://reefguide.org/pix/bicolorchromis1.jpg'],up to 3 in. (8cm)
Sunshinefish,Chromis insolata,https://reefguide.org/sunshinefish.html,Small Oval Fish,50-180 ft. (15-55 m),"Caribbean, Bahamas, Florida, Bermuda, Gulf of Mexico","['https://reefguide.org/pix/thumb2/sunshinefish4.jpg', 'https://reefguide.org/pix/thumb2/sunshinefish1.jpg', 'https://reefguide.org/pix/thumb2/sunshinefish2.jpg', 'https://reefguide.org/pix/thumb2/sunshinefish3.jpg']",2 to 4 in. (5 to 10 cm)
Blue-and-Yellow Chromis,Chromis limbaughi,https://reefguide.org/chromislimbaughi.html,Small Oval Fish,12-250 ft. (4-75 m),"Gulf of California, Pacific Coast of Mexico",['https://reefguide.org/pix/chromislimbaughi1.jpg'],Up to 5 in. (12 cm)
Scissortail Chromis,Chromis atrilobata,https://reefguide.org/chromisatrilobata.html,Small Oval Fish,10-250 ft. (3-75 m),"Gulf of California, Pacific Coast of Mexico to Panama",['https://reefguide.org/pix/chromisatrilobata1.jpg'],Up to 4 in. (10 cm)
Spiny Chromis,Acanthochromis polyacanthus,https://reefguide.org/acanthochromispolyacanthus.html,Small Oval Fish,3-180 ft. (1-55 m),Asian Pacific,['https://reefguide.org/pix/acanthochromispolyacanthus1.jpg'],Up to 5 in. (13 cm)
Spinecheek Anemonefish,Premnas biaculeatus,https://reefguide.org/spinecheekanemonefish.html,Small Oval Fish,3-60 ft. (1-18 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/spinecheekanemonefish1.jpg', 'https://reefguide.org/pix/thumb2/spinecheekanemonefish2.jpg']",Up to 3 in. (8 cm)
Pink Anemonefish,Amphiprion perideraion,https://reefguide.org/pinkanemonefish.html,Small Oval Fish,10-60 ft. (3-18 m),"West Pacific, Great Barrier Reef","['https://reefguide.org/pix/thumb2/pinkanemonefish1.jpg', 'https://reefguide.org/pix/thumb2/pinkanemonefish2.jpg', 'https://reefguide.org/pix/thumb2/pinkanemonefish3.jpg', 'https://reefguide.org/pix/thumb2/pinkanemonefish4.jpg']",2 to 4 in. (5 to 10 cm)
Orangefin Anemonefish,Amphiprion sandaracinos,https://reefguide.org/orangefinnedanemonefish.html,Small Oval Fish,10-60 ft. (3-18 m),"West Pacific, Great Barrier Reef, French Polynesia","['https://reefguide.org/pix/thumb2/orangefinnedanemonefish1.jpg', 'https://reefguide.org/pix/thumb2/orangefinnedanemonefish2.jpg', 'https://reefguide.org/pix/thumb2/orangefinnedanemonefish3.jpg', 'https://reefguide.org/pix/thumb2/orangefinnedanemonefish4.jpg', 'https://reefguide.org/pix/thumb2/orangefinnedanemonefish5.jpg']",4 to 6 in. (10 to 15 cm)
Clark's Anemonefish,Amphiprion clarkii,https://reefguide.org/clarksanemonefish.html,Small Oval Fish,10-150 ft. (3-45 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/clarksanemonefish1.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish4.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish2.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish3.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish5.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish6.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish7.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish8.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish9.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish10.jpg', 'https://reefguide.org/pix/thumb2/clarksanemonefish11.jpg']",2 to 5 in. (5 to 12 cm)
Red And Black Anemonefish,Amphiprion melanopus,https://reefguide.org/redandblackanemonefish.html,Small Oval Fish,3-40 ft. (1-12 m),"Pacific, Great Barrier Reef, French Polynesia",['https://reefguide.org/pix/redandblackanemonefish1.jpg'],2 to 5 in. (5 to 12 cm)
Fiji Anemonefish,Amphiprion barberi,https://reefguide.org/amphiprionbarberi.html,Small Oval Fish,3-30 ft. (1-10 m),"Central Pacific, Fiji",['https://reefguide.org/pix/amphiprionbarberi1.jpg'],Up to 3 in. (8 cm)
Tomato Anemonefish,Amphiprion frenatus,https://reefguide.org/tomatoanemonefish.html,Small Oval Fish,6-40 ft. (2-12 m),West Pacific,"['https://reefguide.org/pix/thumb2/tomatoanemonefish1.jpg', 'https://reefguide.org/pix/thumb2/tomatoanemonefish2.jpg']",Up to 2.5 in. (6 cm)
Shy Hamlet,Hypoplectrus guttavarius,https://reefguide.org/shyhamlet.html,Small Oval Fish,10-50 ft. (3-15 m),"Eastern Caribbean, Bay Islands (Honduras), Cayman Islands","['https://reefguide.org/pix/thumb2/shyhamlet3.jpg', 'https://reefguide.org/pix/thumb2/shyhamlet1.jpg', 'https://reefguide.org/pix/thumb2/shyhamlet2.jpg']",3 to 5 in. (8 to 13 cm)
Barred Hamlet,Hypoplectrus puella,https://reefguide.org/barredhamlet.html,Small Oval Fish,10-50 ft. (3-15 m),"Caribbean, Bahamas, Florida, Bermuda","['https://reefguide.org/pix/thumb2/barredhamlet8.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet2.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet7.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet4.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet1.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet5.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet9.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet10.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet6.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet3.jpg', 'https://reefguide.org/pix/thumb2/barredhamlet11.jpg']",3 to 5 in. (8 to 13 cm)
Butter Hamlet,Hypoplectrus unicolor,https://reefguide.org/butterhamlet.html,Small Oval Fish,10-50 ft. (3-15 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/butterhamlet6.jpg', 'https://reefguide.org/pix/thumb2/butterhamlet4.jpg', 'https://reefguide.org/pix/thumb2/butterhamlet3.jpg', 'https://reefguide.org/pix/thumb2/butterhamlet2.jpg', 'https://reefguide.org/pix/thumb2/butterhamlet1.jpg', 'https://reefguide.org/pix/thumb2/butterhamlet5.jpg']",3 to 5 in. (8 to 13 cm)
Yellowbelly Hamlet,Hypoplectrus aberrans,https://reefguide.org/yellowbellyhamlet.html,Small Oval Fish,10-40 ft. (3-12 m),"Caribbean, Florida","['https://reefguide.org/pix/thumb2/yellowbellyhamlet2.jpg', 'https://reefguide.org/pix/thumb2/yellowbellyhamlet3.jpg', 'https://reefguide.org/pix/thumb2/yellowbellyhamlet4.jpg', 'https://reefguide.org/pix/thumb2/yellowbellyhamlet1.jpg']",3 to 5 in. (8 to 13 cm)
Blue Hamlet,Hypoplectrus gemma,https://reefguide.org/bluehamlet.html,Small Oval Fish,10-40 ft. (3-12 m),"Bahamas, South Florida, Belize","['https://reefguide.org/pix/thumb2/bluehamlet1.jpg', 'https://reefguide.org/pix/thumb2/bluehamlet2.jpg']",3 to 5 in. (8 to 13 cm)
Indigo Hamlet,Hypoplectrus indigo,https://reefguide.org/indigohamlet.html,Small Oval Fish,30-130 ft. (10-40 m),"Bay Islands (Honduras), Belize, Cayman Islands, Bahamas","['https://reefguide.org/pix/thumb2/indigohamlet6.jpg', 'https://reefguide.org/pix/thumb2/indigohamlet7.jpg', 'https://reefguide.org/pix/thumb2/indigohamlet4.jpg', 'https://reefguide.org/pix/thumb2/indigohamlet5.jpg', 'https://reefguide.org/pix/thumb2/indigohamlet3.jpg', 'https://reefguide.org/pix/thumb2/indigohamlet2.jpg', 'https://reefguide.org/pix/thumb2/indigohamlet1.jpg']",3 to 5 in. (8 to 13 cm)
Yellowtail Hamlet,Hypoplectrus chlorurus,https://reefguide.org/yellowtailhamlet.html,Small Oval Fish,10-40 ft. (3-12 m),Southern Caribbean,['https://reefguide.org/pix/yellowtailhamlet1.jpg'],3 to 5 in. (8 to 13 cm)
Black Hamlet,Hypoplectrus nigricans,https://reefguide.org/blackhamlet.html,Small Oval Fish,10-40 ft. (3-12 m),"Caribbean, Bahamas","['https://reefguide.org/pix/thumb2/blackhamlet1.jpg', 'https://reefguide.org/pix/thumb2/blackhamlet3.jpg', 'https://reefguide.org/pix/thumb2/blackhamlet2.jpg']",3 to 6 in. (8 to 15 cm)
Tan Hamlet,Hypoplectrus randallorum,https://reefguide.org/tanhamlet.html,Small Oval Fish,20-50 ft. (6-15 m),"South Florida, Western Caribbean, Eastern Caribbean","['https://reefguide.org/pix/thumb2/tanhamlet1.jpg', 'https://reefguide.org/pix/thumb2/tanhamlet2.jpg', 'https://reefguide.org/pix/thumb2/tanhamlet3.jpg']",3 to 5 in. (8 to 13 cm)
